Date,Market Price,Trans/Day,Addresses,Trade Vol,Miners Fee
9/22/2017,3658.89,255257,533108,385065464.6,498886.53
9/23/2017,3637.5,227615,515183,317303697.7,426184.96
9/24/2017,3776.38,203861,427804,179361986,376490.13
9/25/2017,3703.04,185277,383448,138592392.4,309852.64
9/26/2017,3942.55,226603,505248,284073950.9,581016.28
9/27/2017,3910.3,263648,544621,175299977.8,586880.87
9/28/2017,4202.55,257961,548154,357673848.7,603060.97
9/29/2017,4201.98,275976,561792,275531143.2,564964.16
9/30/2017,4193.57,254438,569237,289284083.4,483654.03
10/1/2017,4335.36,212678,467807,222088521.7,439786.08
10/2/2017,4360.72,203653,416589,171779832.3,519159.32
10/3/2017,4386.88,295002,606137,250398347.6,791715.12
10/4/2017,4293.3,282132,591541,256471830.9,654877.02
10/5/2017,4225.17,232826,496067,204003764.2,577720.15
10/6/2017,4338.85,273243,552622,87904264.41,695709.92
10/7/2017,4345.6,283699,609682,205812106.4,647587.03
10/8/2017,4376.19,231226,505784,89524651.87,473572.05
10/9/2017,4602.28,238385,496285,282133882.8,514518.77
10/10/2017,4777.96,296946,585027,397258570.2,713546.42
10/11/2017,4782.27,303101,613363,347920434.6,799875.59
10/12/2017,4819.48,292459,604454,296445764.4,714117.14
10/13/2017,5325.13,293164,588009,680358364.3,928780.08
10/14/2017,5563.8,309819,660223,953598649.5,1566403.95
10/15/2017,5739.43,293140,594481,328701504.7,1306271.22
10/16/2017,5647.31,283473,578160,490476846.9,918858.99
10/17/2017,5711.2,314725,643456,322723336.6,1104658.35
10/18/2017,5603.71,334438,670954,322503478.1,1171945.17
10/19/2017,5546.17,329579,646477,627801313.9,1065989.86
10/20/2017,5727.63,356985,692404,376178014,1096912.81
10/21/2017,5979.45,312409,644654,583507046.9,968507.73
10/22/2017,6020.37,312257,606416,555571195.7,1010021.5
10/23/2017,5983.18,289131,573796,469066735.3,929379.6
10/24/2017,5876.07,316096,640545,633277065.1,1090860.96
10/25/2017,5505.82,347220,716443,628021830.3,1100012.46
10/26/2017,5669.62,315415,636240,446193087.8,804946.78
10/27/2017,5893.13,265827,555497,450583865.8,663865.09
10/28/2017,5772.5,246692,552374,402366481.8,962088.74
10/29/2017,5776.69,207066,440621,278764450.6,1011143.1
10/30/2017,6155.43,334025,666706,572711007.5,1716486.63
10/31/2017,6105.87,316077,672642,144588378.9,1609453.33
11/1/2017,6388.64,277535,611373,454449998.3,1481494.86
11/2/2017,6665.3,241788,733878,630017228.5,1460719.71
11/3/2017,7068.02,341474,704944,1143999865,1962017.31
11/4/2017,7197.72,277598,670928,374814689,1956152.11
11/5/2017,7437.54,294121,588058,563573963.1,2032306.69
11/6/2017,7377.01,251728,555458,568573468.2,1458113.7
11/7/2017,6989.07,271029,608650,832822399.4,1679738.78
11/8/2017,7092.12,335636,714349,533993339.5,2085988.33
11/9/2017,7415.87,301346,646100,1261823617,2271125.5
11/10/2017,7158.03,341281,727945,528018381.6,2586413.1
11/11/2017,6719.39,271745,619943,1128392931,2150025.6
11/12/2017,6362.85,194634,455431,805734191,2017392.35
11/13/2017,5716.3,185966,467890,1601736904,3336093.43
11/14/2017,6550.22,309299,694828,1259093768,5131358.27
11/15/2017,6635.41,271995,604054,597502689.4,4081355.24
11/16/2017,7301.42,321788,709142,925948610,4406485.69
11/17/2017,7815.03,310396,677301,1167106378,3928149.05
11/18/2017,7786.88,306617,684253,1009820548,3123836.62
11/19/2017,7817.14,270874,614839,541082170.9,2266879.97
11/20/2017,8007.65,264855,603429,541743546.8,1981442.3
11/21/2017,8255.59,336204,734768,546752953.5,2716241.39
11/22/2017,8059.8,371091,753813,1004515767,2500928.14
11/23/2017,8268.03,256709,673818,494283581.3,1700034.08
11/24/2017,8148.94,352207,747161,425395614.8,2166965.27
11/25/2017,8250.97,305735,698358,644675714.8,1926904.49
11/26/2017,8707.4,336689,697525,677327101.1,1703515.11
11/27/2017,9284.14,329677,712606,183816238.5,1775333.26
11/28/2017,9718.29,379256,829650,1100089827,2298406.74
